from,to,weight,id,periodo_base,categoria,periodo
Desocupado_tant,Trab_familiar_tpost,0.1,Desocupado_tant - Trab_familiar_tpost,t_anterior,Desocupado,2019_t1-t2
Desocupado_tant,Ocupado_tpost,39,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2019_t2-t3
Desocupado_tant,Inactivo_tpost,24.3,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2019_t2-t3
Desocupado_tant,Desocupado_tpost,36.7,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2019_t2-t3
Desocupado_tant,Inactivo_tpost,28.8,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2019_t3-t4
Desocupado_tant,Ocupado_tpost,36.9,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2019_t3-t4
Desocupado_tant,Desocupado_tpost,34.3,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2019_t3-t4
Desocupado_tant,Desocupado_tpost,30.5,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2020_t1-t2
Desocupado_tant,Inactivo_tpost,52.7,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2020_t1-t2
Desocupado_tant,Ocupado_tpost,16.7,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2020_t1-t2
Desocupado_tant,Trab_familiar_tpost,0.1,Desocupado_tant - Trab_familiar_tpost,t_anterior,Desocupado,2020_t1-t2
Desocupado_tant,Inactivo_tpost,25,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2020_t2-t3
Desocupado_tant,Ocupado_tpost,42.5,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2020_t2-t3
Desocupado_tant,Desocupado_tpost,32.5,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2020_t2-t3
Desocupado_tant,Ocupado_tpost,34.3,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2020_t3-t4
Desocupado_tant,Desocupado_tpost,46.3,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2020_t3-t4
Desocupado_tant,Inactivo_tpost,19.4,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2020_t3-t4
Desocupado_tant,Inactivo_tpost,30.8,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2021_t1-t2
Desocupado_tant,Desocupado_tpost,36,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2021_t1-t2
Desocupado_tant,Ocupado_tpost,33.2,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2021_t1-t2
Desocupado_tant,Trab_familiar_tpost,0,Desocupado_tant - Trab_familiar_tpost,t_anterior,Desocupado,2021_t1-t2
Desocupado_tant,Inactivo_tpost,25.5,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2021_t2-t3
Desocupado_tant,Ocupado_tpost,43.7,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2021_t2-t3
Desocupado_tant,Desocupado_tpost,30.9,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2021_t2-t3
Desocupado_tant,Ocupado_tpost,33.9,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2021_t3-t4
Desocupado_tant,Inactivo_tpost,31.1,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2021_t3-t4
Desocupado_tant,Desocupado_tpost,33.9,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2021_t3-t4
Desocupado_tant,Trab_familiar_tpost,1.1,Desocupado_tant - Trab_familiar_tpost,t_anterior,Desocupado,2021_t3-t4
Desocupado_tant,Desocupado_tpost,31.8,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2022_t1-t2
Desocupado_tant,Inactivo_tpost,24.4,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2022_t1-t2
Desocupado_tant,Ocupado_tpost,43.9,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2022_t1-t2
Desocupado_tant,Ocupado_tpost,37.2,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2022_t2-t3
Desocupado_tant,Desocupado_tpost,28.1,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2022_t2-t3
Desocupado_tant,Inactivo_tpost,34.7,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2022_t2-t3
Desocupado_tant,Inactivo_tpost,28.6,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2022_t3-t4
Desocupado_tant,Ocupado_tpost,44.4,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2022_t3-t4
Desocupado_tant,Desocupado_tpost,27,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2022_t3-t4
Desocupado_tant,Desocupado_tpost,29.4,Desocupado_tant - Desocupado_tpost,t_anterior,Desocupado,2023_t1-t2
Desocupado_tant,Ocupado_tpost,44,Desocupado_tant - Ocupado_tpost,t_anterior,Desocupado,2023_t1-t2
Desocupado_tant,Inactivo_tpost,26.5,Desocupado_tant - Inactivo_tpost,t_anterior,Desocupado,2023_t1-t2
Inactivo_tant,Inactivo_tpost,89.1,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2016_t2-t3
Inactivo_tant,Ocupado_tpost,7.6,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2016_t2-t3
Inactivo_tant,Desocupado_tpost,2.8,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2016_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.5,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2016_t2-t3
Inactivo_tant,Inactivo_tpost,89.5,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2016_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.5,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2016_t3-t4
Inactivo_tant,Ocupado_tpost,7,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2016_t3-t4
Inactivo_tant,Desocupado_tpost,3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2016_t3-t4
Inactivo_tant,Inactivo_tpost,88.7,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2017_t1-t2
Inactivo_tant,Ocupado_tpost,7.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2017_t1-t2
Inactivo_tant,Desocupado_tpost,3.1,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2017_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.3,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2017_t1-t2
Inactivo_tant,Inactivo_tpost,88.6,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2017_t2-t3
Inactivo_tant,Ocupado_tpost,8.2,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2017_t2-t3
Inactivo_tant,Desocupado_tpost,2.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2017_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2017_t2-t3
Inactivo_tant,Inactivo_tpost,89.2,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2017_t3-t4
Inactivo_tant,Ocupado_tpost,7.7,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2017_t3-t4
Inactivo_tant,Desocupado_tpost,2.8,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2017_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.3,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2017_t3-t4
Inactivo_tant,Inactivo_tpost,88.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2018_t1-t2
Inactivo_tant,Ocupado_tpost,7.5,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2018_t1-t2
Inactivo_tant,Desocupado_tpost,3.5,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2018_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2018_t1-t2
Inactivo_tant,Inactivo_tpost,89,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2018_t2-t3
Inactivo_tant,Ocupado_tpost,7.3,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2018_t2-t3
Inactivo_tant,Desocupado_tpost,3.4,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2018_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2018_t2-t3
Inactivo_tant,Inactivo_tpost,88.9,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2018_t3-t4
Inactivo_tant,Ocupado_tpost,7.9,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2018_t3-t4
Inactivo_tant,Desocupado_tpost,2.8,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2018_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2018_t3-t4
Inactivo_tant,Inactivo_tpost,87.4,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2019_t1-t2
Inactivo_tant,Ocupado_tpost,8.3,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2019_t1-t2
Inactivo_tant,Desocupado_tpost,3.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2019_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2019_t1-t2
Inactivo_tant,Inactivo_tpost,89,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Ocupado_tpost,7.5,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Desocupado_tpost,3.1,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2019_t2-t3
Inactivo_tant,Inactivo_tpost,88.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Ocupado_tpost,7.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Desocupado_tpost,3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2019_t3-t4
Inactivo_tant,Inactivo_tpost,93,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Ocupado_tpost,4.3,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Desocupado_tpost,2.3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2020_t1-t2
Inactivo_tant,Ocupado_tpost,9.7,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Inactivo_tpost,86.1,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Desocupado_tpost,3.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2020_t2-t3
Inactivo_tant,Inactivo_tpost,87,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Ocupado_tpost,8.9,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Desocupado_tpost,3.9,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2020_t3-t4
Inactivo_tant,Inactivo_tpost,88.9,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Desocupado_tpost,2.6,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Ocupado_tpost,8.1,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2021_t1-t2
Inactivo_tant,Ocupado_tpost,8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Inactivo_tpost,87.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.5,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Desocupado_tpost,3.8,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2021_t2-t3
Inactivo_tant,Inactivo_tpost,88.4,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Ocupado_tpost,8.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.6,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Desocupado_tpost,2.2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2021_t3-t4
Inactivo_tant,Inactivo_tpost,87.6,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Ocupado_tpost,9.7,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Desocupado_tpost,2.2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2022_t1-t2
Inactivo_tant,Inactivo_tpost,89,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Desocupado_tpost,2.3,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Ocupado_tpost,8.5,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2022_t2-t3
Inactivo_tant,Ocupado_tpost,8.3,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Inactivo_tpost,89.3,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Desocupado_tpost,2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Trab_familiar_tpost,0.4,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2022_t3-t4
Inactivo_tant,Inactivo_tpost,88.8,Inactivo_tant - Inactivo_tpost,t_anterior,Inactivo,2023_t1-t2
Inactivo_tant,Ocupado_tpost,8.8,Inactivo_tant - Ocupado_tpost,t_anterior,Inactivo,2023_t1-t2
Inactivo_tant,Desocupado_tpost,2.2,Inactivo_tant - Desocupado_tpost,t_anterior,Inactivo,2023_t1-t2
Inactivo_tant,Trab_familiar_tpost,0.2,Inactivo_tant - Trab_familiar_tpost,t_anterior,Inactivo,2023_t1-t2
Ocupado_tant,Ocupado_tpost,88.2,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2016_t2-t3
Ocupado_tant,Desocupado_tpost,3.8,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2016_t2-t3
Ocupado_tant,Inactivo_tpost,8,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2016_t2-t3
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2016_t2-t3
Ocupado_tant,Ocupado_tpost,89.3,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2016_t3-t4
Ocupado_tant,Desocupado_tpost,2.5,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2016_t3-t4
Ocupado_tant,Inactivo_tpost,8.2,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2016_t3-t4
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2016_t3-t4
Ocupado_tant,Ocupado_tpost,89.1,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2017_t1-t2
Ocupado_tant,Inactivo_tpost,7.7,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2017_t1-t2
Ocupado_tant,Desocupado_tpost,3.1,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2017_t1-t2
Ocupado_tant,Trab_familiar_tpost,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2017_t1-t2
Ocupado_tant,Ocupado_tpost,90,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2017_t2-t3
Ocupado_tant,Inactivo_tpost,7,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2017_t2-t3
Ocupado_tant,Desocupado_tpost,3,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2017_t2-t3
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2017_t2-t3
Ocupado_tant,Desocupado_tpost,2.8,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2017_t3-t4
Ocupado_tant,Ocupado_tpost,89.7,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2017_t3-t4
Ocupado_tant,Inactivo_tpost,7.5,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2017_t3-t4
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2017_t3-t4
Ocupado_tant,Inactivo_tpost,7.3,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2018_t1-t2
Ocupado_tant,Desocupado_tpost,4,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2018_t1-t2
Ocupado_tant,Ocupado_tpost,88.7,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2018_t1-t2
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2018_t1-t2
Ocupado_tant,Ocupado_tpost,89.2,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2018_t2-t3
Ocupado_tant,Desocupado_tpost,3.9,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2018_t2-t3
Ocupado_tant,Inactivo_tpost,6.9,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2018_t2-t3
Ocupado_tant,Ocupado_tpost,89,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2018_t3-t4
Ocupado_tant,Desocupado_tpost,3.3,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2018_t3-t4
Ocupado_tant,Inactivo_tpost,7.7,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2018_t3-t4
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2018_t3-t4
Ocupado_tant,Inactivo_tpost,7.2,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2019_t1-t2
Ocupado_tant,Ocupado_tpost,88.8,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2019_t1-t2
Ocupado_tant,Desocupado_tpost,4,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2019_t1-t2
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2019_t1-t2
Ocupado_tant,Ocupado_tpost,88.7,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2019_t2-t3
Ocupado_tant,Inactivo_tpost,7.3,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2019_t2-t3
Ocupado_tant,Desocupado_tpost,3.9,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2019_t2-t3
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2019_t2-t3
Ocupado_tant,Inactivo_tpost,7.5,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2019_t3-t4
Ocupado_tant,Ocupado_tpost,89,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2019_t3-t4
Ocupado_tant,Desocupado_tpost,3.5,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2019_t3-t4
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2019_t3-t4
Ocupado_tant,Ocupado_tpost,74.4,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2020_t1-t2
Ocupado_tant,Inactivo_tpost,19.7,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2020_t1-t2
Ocupado_tant,Desocupado_tpost,5.9,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2020_t1-t2
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2020_t1-t2
Ocupado_tant,Ocupado_tpost,91,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2020_t2-t3
Ocupado_tant,Inactivo_tpost,7.2,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2020_t2-t3
Ocupado_tant,Desocupado_tpost,1.8,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2020_t2-t3
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2020_t2-t3
Ocupado_tant,Ocupado_tpost,92.1,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2020_t3-t4
Ocupado_tant,Inactivo_tpost,5.3,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2020_t3-t4
Ocupado_tant,Desocupado_tpost,2.5,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2020_t3-t4
Ocupado_tant,Ocupado_tpost,88.3,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_tant,Inactivo_tpost,8.4,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_tant,Desocupado_tpost,3.3,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_tant,Trab_familiar_tpost,0,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2021_t1-t2
Ocupado_tant,Ocupado_tpost,90,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_tant,Inactivo_tpost,7.7,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_tant,Desocupado_tpost,2.2,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_tant,Trab_familiar_tpost,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2021_t2-t3
Ocupado_tant,Ocupado_tpost,90.5,Ocupado_tant - Ocupado_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_tant,Inactivo_tpost,7.3,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_tant,Desocupado_tpost,2.1,Ocupado_tant - Desocupado_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_tant,Trab_familiar_tpost,0.1,Ocupado_tant - Trab_familiar_tpost,t_anterior,Ocupado,2021_t3-t4
Ocupado_tant,Inactivo_tpost,6.4,Ocupado_tant - Inactivo_tpost,t_anterior,Ocupado,2022_t1-t2
